Butyrate,Acetate,Lactate,Succinate,OD
18.8704903,22.0005,38.4455,0,1.2776
33.3040666,24.5101,22.9357,0,2.0966
9.1351309,24.6935,40.5742,11.4069,2.0476
19.9642414,30.7021,54.7418,0,1.9896
5.3587934,26.2203,32.516,22.6743,2.0856
20.7549131,9.7153,35.6471,1.4953,1.4936
0.3338943,26.8582,46.0978,10.5722,1.7026
0.2746,31.1672,40.9493,0,1.3066
32.7679869,8.0968,11.3872,17.2819,2.2196
10.4248869,27.1946,44.4645,2.4304,1.3836
6.4615392,33.5077,54.9729,10.675,2.4296
10.6438095,19.5986,44.5281,0,1.4826
0.2746,17.7205,28.3758,24.3509,1.8696
17.8970958,8.3899,34.6027,0,1.5566
32.0412505,16.7409,0,0,2.1636
28.5353728,15.2223,18.5002,8.8087,2.5126
37.258508,20.3421,26.0234,0,2.8046
38.3704916,5.1181,21.4406,0,1.2786
39.6468992,15.5842,0,0,1.7436
6.3325194,18.844,48.6352,8.0442,2.3706
5.3865952,20.296,37.8057,14.8955,1.9066
3.3949432,19.8955,29.0617,7.4843,1.4106
0.2746,22.1446,42.9059,26.4224,2.0496
29.4671309,13.0269,30.3856,0,1.0876
42.5572261,11.8684,0,7.2767,1.7036
7.5465166,22.3426,33.661,13.3315,2.5326
14.6955793,25.6824,42.2263,0,2.1016
5.7901854,18.4909,34.2116,22.5163,2.3886
6.8347419,13.1373,35.827,17.165,1.7386
43.0161989,10.8307,27.1606,0,2.6856
42.4102832,20.2692,20.0046,0,2.5616
33.4249094,0,33.1576,0,1.4166
35.4280755,4.3777,29.3291,0,1.3916
7.8231202,22.6465,33.2436,13.7744,2.2626
13.7365498,24.4681,40.3984,0,2.1946
32.942378,13.0441,18.3416,11.9982,2.7876
38.6714715,18.4805,26.7276,0,2.8986
31.317586,0,29.3182,0,1.0946
35.4235229,3.6847,31.4897,0,1.4906
9.528975,24.885,41.7033,9.4617,1.9696
23.1860457,21.3537,51.1904,0,2.1176
37.5946932,15.3232,23.4855,0,2.9726
13.3269705,16.0466,38.6669,0,1.7726
1.4577677,0,0,82.3746,2.1636
5.0352052,0,43.3198,20.3394,2.0946
2.0496499,21.8643,46.1255,21.3355,1.9826
2.5800057,14.5546,31.2867,11.8843,1.6476
16.7421498,24.3546,50.0132,0,1.2816
42.7166334,13.4279,0,16.1754,1.8116
7.1967399,22.6209,35.5344,17.7746,2.1516
16.1924344,23.9292,42.1426,0,2.1696
5.0216137,0,29.4963,21.8583,2.1776
4.731286,15.4301,29.7665,16.9406,1.6696
14.2571153,20.3418,49.4555,0,1.1906
33.1626487,25.597,26.0252,0,2.0946
37.4442364,14.5034,23.5208,0,2.6206
40.3161314,22.7106,21.1077,0,2.7216
45.5967717,6.9013,0,0,1.6146
35.3250895,14.7988,7.315,0,2.0516
7.2666643,23.6968,37.2245,18.1319,2.0606
12.9873819,26.8617,34.2603,7.8889,1.9726
10.0071306,25.9774,42.928,15.4111,2.1176
20.158633,30.203,51.4185,0,2.1166
3.2554038,24.7317,39.0481,20.7383,1.8826
6.3519674,15.2319,39.2733,15.0864,1.6656
0.2746,27.9182,41.9952,11.8088,1.5626
0.2746,20.8773,34.931,11.6004,1.4916
22.6161972,20.1066,17.4621,12.8061,2.2086
30.129048,18.0785,21.4752,10.2366,2.5536
39.5293272,18.0857,30.3925,0,2.7276
38.2069516,0,0,0,1.0336
45.6424524,0,8.0925,3.7956,1.1496
5.4083637,35.074,50.7481,16.3481,2.4436
8.7326236,21.6501,32.3206,8.6661,1.6156
6.4342899,22.2766,38.3044,15.2669,1.9006
27.9196447,23.0436,46.5857,0,2.3766
0.2746,0,45.8283,13.0628,1.8016
0.2746,24.5388,31.6841,33.0747,2.4356
33.1707373,26.2989,25.5382,0,2.2896
38.5037104,0,5.5606,1.1721,1.1706
25.6778428,17.5632,21.1053,14.1191,2.6126
36.1496847,23.481,21.6412,0,2.5996
27.9944753,20.5642,24.6654,11.0303,2.3716
32.0049844,0,23.5131,0,2.5266
29.3378017,21.2704,24.3355,0,2.1106
28.7759,16.1149,14.017,27.9797,2.5346
6.7304,33.4904,55.8629,16.8333,1.7836
6.5543,25.0335,39.816,17.8153,2.0706
5.4725,27.3419,52.5477,19.7719,1.6816
4.5808,24.4168,36.2986,12.0361,1.1646
0,29.7934,42.8445,20.1335,1.3016
0,35.4163,29.9614,22.5567,1.1316
34.3505,17.9092,18.9103,0,2.2036
47.8692,14.1356,0,0,1.8986
40.9133,12.3995,0,7.2705,1.4596
9.7101,28.8021,43.7361,16.2101,2.0516
17.9404,21.9989,48.3371,1.9656,1.7486
31.5415,15.6793,17.8524,13.8239,1.9366
47.1951,16.9827,0,11.5752,1.6686
32.6498,17.053,18.6677,14.0915,2.1426
14.2172,14.9812,47.4488,0,1.5476
3.3425,3.0878,40.3065,0,0.0186
31.3349,0,25.483,0,2.3146
31.9532,6.5258,11.0122,0,2.2306
28.6078,0,34.6992,0,2.2356
20.7682,24.1732,46.378,0,1.6296
20.8846,25.2927,50.6131,0,1.7036
14.8419,15.4679,38.7079,0,0.8286
32.0112,2.7677,22.671,0,0.8716
39.3531,14.3059,22.5724,0,2.6086
38.7051,17.0619,22.462,0,2.6946
30.7088,0,33.1343,0,1.0226
21.4151,24.8489,46.5114,0,1.4156
20.3836,24.1184,41.751,0,1.6526
0,0,30.384,0,0.5256
29.7074,0,27.0298,0,0.8506
42.723,12.4831,19.0101,0,2.4026
40.801,10.6689,28.371,0,2.2736
18.4793,22.1784,51.9176,2.2974,1.7666
23.0129,24.7448,50.4507,0,1.6296
0,0,27.6176,0,0.0146
39.1915,13.2432,22.3489,0,2.2806
36.6083,15.1937,20.9781,0,2.2156
21.7488,0,21.7659,0,2.2726
17.1317,19.8,40.767,2.0152,1.8746
43.4918,13.0658,23.2863,0,2.4316
3.6907,5.5861,40.9121,0,0.1296
0,0,23.9487,0,0.0156000000000001
0,20.4164,14.4404,0,0.2186
0,22.0368,28.7232,38.9533,2.2486
0,22.0448,23.9169,26.3205,1.0246
22.2232,25.8474,46.9772,0,1.8506
0,20.3161,29.6581,0,0.4996
0,40.5368,40.9394,0,1.0709125
0,21.2593,48.2193,19.3128,1.0816
0,23.5465,31.6867,25.741,1.1956
0,23.009,45.7464,21.1798,1.3266
0,16.4278,42.45,14.5418,1.1746
0,19.1208,20.5163,21.0262,1.2966
0,26.3934,50.0298,22.7378,1.8346
0,10.7636,33.3376,12.4187,1.2516
0,24.8959,28.0098,0,0.8856
0,51.4598,52.5376,0,1.1506
0,34.8943,37.3366,0,0.8696
0,27.6008,35.1893,23.7372,1.6106
3.0865,25.2958,31.6663,20.9634,1.7656
2.0682,23.8443,32.0074,28.5879,1.9166
3.9582,17.1532,37.0069,16.7492,1.8856
13.641,21.2977,38.5201,0,1.2846
29.0777,23.1273,15.4753,0,2.4606
5.371,18.362,24.381,13.1284,1.9766
18.0658,31.0947,45.1979,0,1.7456
2.5247,19.7231,27.5203,29.1123,1.7436
19.5798,0,38.8752,0,0.9106
0,25.5728,40.6793,11.6765,1.6706
0,33.3696,33.1134,0,1.2189125
25.9871,8.5457,5.3466,19.9036,2.1806
8.3746,26.7439,45.9525,0,1.3916
6.1306,36.0557,45.8545,12.2752,2.3526
8.6298,20.7744,35.5563,9.7815,1.5396
0,18.316,26.6165,32.9816,1.8506
26.765,16.4595,0,0,2.2056
24.508,12.5769,11.41,0,1.3106
24.5756,13.282,11.6427,11.2319,2.5006
35.3698,22.0325,12.8445,0,2.4936
30.947,0,16.2414,0,1.4376
37.6077,15.7693,0,0,1.6786
3.4463,36.5279,51.9267,20.133,2.1916
5.7999,19.7976,47.4677,9.8902,2.3126
5.3914,24.2486,40.2533,18.5225,1.9946
2.9323,19.8562,26.2246,9.8794,1.4756
0,21.5562,38.3425,31.8113,2.1326
22.6518,12.7623,27.9531,0,0.8846
39.9179,11.7372,0,0,1.5756
8.2382,24.9639,28.2733,18.8364,2.2396
14.6918,32.5756,46.0965,0,2.0196
1.2733,19.497,31.6709,26.8526,2.3576
5.1569,14.4419,29.5544,20.0062,1.6736
34.1072,11.9875,23.0145,0,2.6226
40.1249,20.2832,16.6487,0,2.0486
27.0214,0,25.4658,0,1.2986
33.5982,2.3436,25.1976,0,1.1396
7.4045,24.5349,30.6032,16.4387,1.9036
16.3022,33.0637,45.3,0,2.1406
26.4941,12.7573,10.6723,14.0697,2.9416
29.4609,18.2671,20.1356,0,2.8976
27.0241,0,27.8362,0,1.3316
32.4648,0,21.7827,0,1.1666
9.2667,24.5393,34.0026,13.6317,1.8646
16.8144,21.0282,45.0553,0,1.7706
32.2904,14.7936,19.1183,0,2.5316
10.7848,17.7244,35.7716,0,1.6586
2.1977,28.1039,25.6054,30.3792,2.2006
2.9861,29.3238,32.6793,23.1574,2.0436
1.76,19.8754,33.5865,25.8665,1.9616
3.3693,16.6417,30.2294,17.2656,1.6606
12.8246,19.6261,39.008,0,1.3606
40.4418,15.4555,0,0,1.8876
6.9906,25.0488,32.3966,24.8458,2.0126
16.7864,32.9246,46.6967,0,2.0166
0.5251,17.5711,25.5243,24.6821,2.0916
4.2943,15.3432,27.8653,19.5923,1.6316
12.5672,17.6048,40.763,0,1.4126
28.8225,27.4622,18.5512,0,2.3856
30.5868,14.2863,17.1259,0,2.4966
40.1262,24.0804,20.8282,0,2.5626
46.4327,8.0197,0,0,1.4376
32.4494,13.9378,0,11.6414,1.9176
7.6786,29.086,42.2582,21.7509,1.8426
13.2482,29.9825,35.9468,10.3598,1.9276
6.6179,23.3641,30.2938,17.2446,2.0886
16.3587,37.1593,44.3709,0,1.8876
1.7487,21.2723,33.2282,22.9457,1.7276
5.3288,14.705,32.8391,19.1222,1.4886
0,29.668,39.2472,15.7335,1.3406
0,23.9049,30.0011,14.5095,1.3686
20.3995,19.6778,12.6058,13.5683,2.2216
26.3129,12.825,11.155,12.2331,2.5156
34.2259,16.1703,28.0842,0,2.5246
28.9895,2.3188,19.894,0,0.9646
42.7709,2.3146,5.3796,0,0.9746
6.279,36.3609,47.4481,21.0359,2.1576
5.7217,23.2733,36.7755,17.6727,1.8326
19.9924,23.461,39.9636,0,2.1796
0,40.6586,44.1128,15.0064,1.8336
27.3409,26.2831,17.6296,0,2.0996
34.7537,4.3913,3.6637,0,0.9356
25.1907,17.9942,15.3722,17.7059,2.4456
34.0238,26.1162,17.1496,0,2.3666
24.6791,21.3921,18.6726,14.2499,2.5146
35.6619,23.5809,20.0673,0,2.4076
23.6644,21.3233,18.3238,0,2.1726
28.4562,11.1438,11.4691,27.8457,2.5346
6.1783,30.704,32.9937,17.6264,1.7836
6.4925,29.1997,34.4792,30.6946,2.0706
4.8666,22.2634,28.8246,23.748,1.6816
3.1051,18.5694,27.8127,14.5346,1.1646
0,27.0098,34.3664,25.0756,1.3016
0.5192,30.5959,27.6864,28.0854,1.1316
36.5538,14.9287,15.7837,17.9809,2.2036
57.1969,17.8217,4.6482,10.8011,1.8986
52.1845,13.8431,0,9.2331,1.4596
9.6795,23.9151,28.16,19.8797,2.0516
20.6156,19.2126,38.5048,5.6851,1.7486
31.178,12.9451,13.4076,16.8378,1.9366
53.5794,18.6238,7.1305,8.8937,1.6686
33.7159,13.9052,12.526,17.1912,2.1426
16.5337,14.871,39.2865,0,1.5476
0,0,22.2108,0,0.0186
47.2126,8.7202,18.2682,6.0198,2.2306
25.75,21.5781,43.3046,5.918,1.6296
19.0583,19.0779,37.2766,5.4494,1.7036
15.1289,11.0653,37.9693,4.211,0.8286
40.7422,1.5905,19.6096,9.3519,0.8716
42.5606,9.6611,19.7011,3.4249,2.6086
40.9247,13.6694,16.9696,3.3217,2.6946
33.2211,0,17.3347,8.6233,1.0226
20.9198,17.1617,39.2562,4.2046,1.4156
15.8426,14.0671,28.5981,3.1264,1.6526
4.7484,3.5779,31.8865,4.4367,0.5256
40.3904,1.2727,22.4741,8.5845,0.8506
47.9836,12.3668,23.6223,5.0443,2.4026
40.135,7.6581,19.9357,2.9064,2.2736
36.2363,1.5009,15.7727,8.7477,0.8426
18.6292,19.1865,43.4712,5.2057,1.7666
16.0112,15.7725,38.5939,5.2884,1.6296
0.8101,1.1548,24.9804,4.5372,0.0146
57.9018,18.082,19.8453,4.6586,2.2806
40.3063,9.6711,22.7795,4.6664,2.2156
19.0395,16.1779,40.7262,1.7657,1.8746
51.9526,11.5619,19.538,6.135,2.4316
0.8005,3.9129,25.9161,4.4024,0.1296
0.9232,1.6973,25.3979,3.543,0.0156000000000001
0,22.4213,12.8265,1.2823,0.2186
0,0,27.1508,0,0.1166
0,21.2728,18.8736,46.006,2.2486
0,17.4335,17.2328,29.8996,1.0246
37.6458,0,19.7,8.6118,0.8356
16.6303,17.677,38.7162,1.9407,1.8506
0,18.7549,27.2719,0,0.4996
0,32.2361,33.0141,0.4256,1.0709125
0,31.4396,34.6387,1.421,0.7556
0,15.6528,28.9782,23.9467,1.0816
0,17.9872,23.9551,28.5335,1.1956
0,19.5193,38.1981,31.5293,1.3266
0,20.4935,33.9446,17.6042,1.1746
0,18.7482,18.3336,28.4472,1.2966
0,17.715,25.7936,28.8523,1.8346
0,13.248,32.5606,19.118,1.2516
0,17.5854,27.4441,0,0.8856
0,49.5462,55.6693,0,1.1506
0,38.1483,48.0441,4.03,0.8696
13.51,25.64,50.14,0,1.8785
16.85,38.33,63.48,0,2.6585
15.94,22.58,46.08,2.51,1.7265
13.68,32.14,53.45,0,2.2045
14.85,12.64,39.47,9.84,1.8785
0,1.7125,24.051,0,0.0285
0,0.5231,23.4802,0.0674,0.0445
17.2763,23.7729,50.4632,2.8516,1.9085
0,0.6923,26.9139,0,0.0105
0.7704,3.0774,24.9557,0,0.0215000000000001
0,1.003,25.3776,0.6981,0.0145000000000001
13.448,21.3987,49.5999,1.0834,2.2205
0,0.3975,21.8667,0,0.00250000000000007
32.1206,28.1142,25.0096,3.7908,0.796
0.6996,21.2618,13.5201,0.5648,0.186
25.9904,17.1242,26.8771,1.376,1.026
38.602,10.6616,16.791,2.9088,0.746
0.5204,20.1334,11.9174,0.921,0.171
